club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
44,hertha-bsc,Hertha Bsc,L1,,28,26.0,16,57.1,8,Olympiastadion Berlin,74667,+€16.50m,,https://www.transfermarkt.co.uk/hertha-bsc/startseite/verein/44
167,fc-augsburg,Fc Augsburg,L1,,32,25.0,19,59.4,6,WWK ARENA,30660,€-4.95m,,https://www.transfermarkt.co.uk/fc-augsburg/startseite/verein/167
39,1-fsv-mainz-05,1 Fsv Mainz 05,L1,,27,24.8,13,48.1,8,Mewa Arena,33305,€-50k,,https://www.transfermarkt.co.uk/1-fsv-mainz-05/startseite/verein/39
89,1-fc-union-berlin,1 Fc Union Berlin,L1,,27,27.2,13,48.1,7,Stadion An der Alten Försterei,22012,+€6.02m,,https://www.transfermarkt.co.uk/1-fc-union-berlin/startseite/verein/89
79,vfb-stuttgart,Vfb Stuttgart,L1,,29,23.5,16,55.2,6,Mercedes-Benz Arena,60449,+€37.81m,,https://www.transfermarkt.co.uk/vfb-stuttgart/startseite/verein/79
124,glasgow-rangers,Glasgow Rangers,SC1,,33,26.6,23,69.7,12,Ibrox Stadium,50987,+€16.62m,,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124
533,tsg-1899-hoffenheim,Tsg 1899 Hoffenheim,L1,,31,25.5,17,54.8,9,PreZero Arena,30150,+€40.40m,,https://www.transfermarkt.co.uk/tsg-1899-hoffenheim/startseite/verein/533
13,atletico-madrid,Atletico Madrid,ES1,,22,28.4,15,68.2,16,Civitas Metropolitano,68456,€-9.25m,,https://www.transfermarkt.co.uk/atletico-madrid/startseite/verein/13
18,borussia-monchengladbach,Borussia Monchengladbach,L1,,27,25.6,15,55.6,12,Stadion im Borussia-Park,54042,€-2.00m,,https://www.transfermarkt.co.uk/borussia-monchengladbach/startseite/verein/18
985,manchester-united,Manchester United,GB1,,32,25.6,20,62.5,18,Old Trafford,74879,€-230.03m,,https://www.transfermarkt.co.uk/manchester-united/startseite/verein/985
148,tottenham-hotspur,Tottenham Hotspur,GB1,,25,26.4,17,68.0,15,Tottenham Hotspur Stadium,62062,€-139.15m,,https://www.transfermarkt.co.uk/tottenham-hotspur/startseite/verein/148
31,fc-liverpool,Fc Liverpool,GB1,,30,26.5,21,70.0,18,Anfield,54074,€-56.60m,,https://www.transfermarkt.co.uk/fc-liverpool/startseite/verein/31
60,sc-freiburg,Sc Freiburg,L1,,26,26.0,10,38.5,10,Europa-Park Stadion,34700,+€5.43m,,https://www.transfermarkt.co.uk/sc-freiburg/startseite/verein/60
82,vfl-wolfsburg,Vfl Wolfsburg,L1,,25,24.4,15,60.0,9,Volkswagen Arena,30000,€-12.05m,,https://www.transfermarkt.co.uk/vfl-wolfsburg/startseite/verein/82
3,1-fc-koln,1 Fc Koln,L1,,34,24.4,10,29.4,6,RheinEnergieSTADION,50000,+€5.52m,,https://www.transfermarkt.co.uk/1-fc-koln/startseite/verein/3
290,aj-auxerre,Aj Auxerre,FR1,,33,25.5,20,60.6,9,Stade de l'Abbé-Deschamps,18541,€-1.25m,,https://www.transfermarkt.co.uk/aj-auxerre/startseite/verein/290
24,eintracht-frankfurt,Eintracht Frankfurt,L1,,30,25.0,18,60.0,11,Deutsche Bank Park,51500,€-11.20m,,https://www.transfermarkt.co.uk/eintracht-frankfurt/startseite/verein/24
1420,sco-angers,Sco Angers,FR1,,31,24.8,15,48.4,6,Stade Raymond Kopa,19350,+€31.00m,,https://www.transfermarkt.co.uk/sco-angers/startseite/verein/1420
1421,stade-reims,Stade Reims,FR1,,22,25.2,16,72.7,6,Stade Auguste-Delaune,21684,+€12.70m,,https://www.transfermarkt.co.uk/stade-reims/startseite/verein/1421
3911,stade-brest-29,Stade Brest 29,FR1,,26,25.2,9,34.6,2,Stade Francis-Le Blé,15097,€-3.25m,,https://www.transfermarkt.co.uk/stade-brest-29/startseite/verein/3911
1095,es-troyes-ac,Es Troyes Ac,FR1,,27,25.1,13,48.1,4,Stade de l'Aube,21877,€-14.80m,,https://www.transfermarkt.co.uk/es-troyes-ac/startseite/verein/1095
1158,fc-lorient,Fc Lorient,FR1,,26,24.5,12,46.2,7,Stade du Moustoir,19010,+€9.15m,,https://www.transfermarkt.co.uk/fc-lorient/startseite/verein/1158
940,celta-vigo,Celta Vigo,ES1,,23,27.0,11,47.8,5,Abanca Balaídos,29000,€-5.15m,,https://www.transfermarkt.co.uk/celta-vigo/startseite/verein/940
969,montpellier-hsc,Montpellier Hsc,FR1,,28,25.4,12,42.9,6,Stade de la Mosson,32939,+€500k,,https://www.transfermarkt.co.uk/montpellier-hsc/startseite/verein/969
995,fc-nantes,Fc Nantes,FR1,,27,26.1,11,40.7,7,Stade de la Beaujoire,37463,€-12.45m,,https://www.transfermarkt.co.uk/fc-nantes/startseite/verein/995
667,rc-strassburg-alsace,Rc Strassburg Alsace,FR1,,25,26.6,10,40.0,7,Stade de la Meinau,29000,+€3.90m,,https://www.transfermarkt.co.uk/rc-strassburg-alsace/startseite/verein/667
1082,losc-lille,Losc Lille,FR1,,23,25.7,14,60.9,8,Decathlon Arena-Stade Pierre-Mauroy,50186,+€75.50m,,https://www.transfermarkt.co.uk/losc-lille/startseite/verein/1082
27,fc-bayern-munchen,Fc Bayern Munchen,L1,,27,26.1,17,63.0,23,Allianz Arena,75024,€-41.40m,,https://www.transfermarkt.co.uk/fc-bayern-munchen/startseite/verein/27
417,ogc-nizza,Ogc Nizza,FR1,,26,24.3,16,61.5,9,Allianz Riviera,36178,€-39.60m,,https://www.transfermarkt.co.uk/ogc-nizza/startseite/verein/417
3524,clermont-foot-63,Clermont Foot 63,FR1,,24,25.8,14,58.3,7,Stade Gabriel-Montpied,13000,+€19.10m,,https://www.transfermarkt.co.uk/clermont-foot-63/startseite/verein/3524
273,fc-stade-rennes,Fc Stade Rennes,FR1,,28,24.3,13,46.4,10,Roazhon Park,29778,+€14.50m,,https://www.transfermarkt.co.uk/fc-stade-rennes/startseite/verein/273
583,fc-paris-saint-germain,Fc Paris Saint Germain,FR1,,26,25.1,16,61.5,12,Parc des Princes,49691,€-88.20m,,https://www.transfermarkt.co.uk/fc-paris-saint-germain/startseite/verein/583
6912,fc-vizela,Fc Vizela,PO1,,26,24.7,18,69.2,2,Estádio do Vizela,6565,+€900k,,https://www.transfermarkt.co.uk/fc-vizela/startseite/verein/6912
16,borussia-dortmund,Borussia Dortmund,L1,,33,24.4,16,48.5,14,SIGNAL IDUNA PARK,81365,€-25.10m,,https://www.transfermarkt.co.uk/borussia-dortmund/startseite/verein/16
2425,rio-ave-fc,Rio Ave Fc,PO1,,29,25.7,15,51.7,0,Estádio dos Arcos,9065,€-300k,,https://www.transfermarkt.co.uk/rio-ave-fc/startseite/verein/2425
15,bayer-04-leverkusen,Bayer 04 Leverkusen,L1,,28,25.0,20,71.4,13,BayArena,30210,€-5.60m,,https://www.transfermarkt.co.uk/bayer-04-leverkusen/startseite/verein/15
3268,casa-pia-ac,Casa Pia Ac,PO1,,29,26.2,20,69.0,5,Estádio Nacional do Jamor,41000,+€190k,,https://www.transfermarkt.co.uk/casa-pia-ac/startseite/verein/3268
1041,olympique-lyon,Olympique Lyon,FR1,,23,24.9,9,39.1,3,Groupama Stadium,59186,+€46.40m,,https://www.transfermarkt.co.uk/olympique-lyon/startseite/verein/1041
826,rc-lens,Rc Lens,FR1,,30,25.4,18,60.0,11,Stade Bollaert-Delelis,38223,+€13.24m,,https://www.transfermarkt.co.uk/rc-lens/startseite/verein/826
2503,boavista-porto-fc,Boavista Porto Fc,PO1,,29,25.1,16,55.2,8,Estádio do Bessa Sec. XXI,28263,+€12.25m,,https://www.transfermarkt.co.uk/boavista-porto-fc/startseite/verein/2503
1301,cs-maritimo,Cs Maritimo,PO1,,29,26.2,18,62.1,5,Estádio do Marítimo,10932,€-750k,,https://www.transfermarkt.co.uk/cs-maritimo/startseite/verein/1301
1465,gd-estoril-praia,Gd Estoril Praia,PO1,,30,24.3,15,50.0,2,Estádio António Coimbra da Mota,8000,+€7.77m,,https://www.transfermarkt.co.uk/gd-estoril-praia/startseite/verein/1465
7378,portimonense-sc,Portimonense Sc,PO1,,34,24.9,24,70.6,3,Portimonense Estádio,6000,+€10.60m,,https://www.transfermarkt.co.uk/portimonense-sc/startseite/verein/7378
2420,vitoria-guimaraes-sc,Vitoria Guimaraes Sc,PO1,,28,24.0,12,42.9,2,Estádio D. Afonso Henriques,29865,+€16.49m,,https://www.transfermarkt.co.uk/vitoria-guimaraes-sc/startseite/verein/2420
2995,fc-pacos-de-ferreira,Fc Pacos De Ferreira,PO1,,30,25.1,13,43.3,2,Estádio Capital do Móvel,9200,+€4.25m,,https://www.transfermarkt.co.uk/fc-pacos-de-ferreira/startseite/verein/2995
8024,fc-arouca,Fc Arouca,PO1,,27,25.6,21,77.8,1,Estádio Municipal de Arouca,5600,+€1.00m,,https://www.transfermarkt.co.uk/fc-arouca/startseite/verein/8024
2423,cd-santa-clara,Cd Santa Clara,PO1,,32,25.8,21,65.6,2,Estádio de São Miguel,15000,+€6.20m,,https://www.transfermarkt.co.uk/cd-santa-clara/startseite/verein/2423
720,fc-porto,Fc Porto,PO1,,28,26.3,15,53.6,9,Estádio do Dragão,50399,+€38.05m,,https://www.transfermarkt.co.uk/fc-porto/startseite/verein/720
3329,fc-famalicao,Fc Famalicao,PO1,,28,24.5,16,57.1,2,Estádio Municipal de Famalicão,5300,+€2.20m,,https://www.transfermarkt.co.uk/fc-famalicao/startseite/verein/3329
294,benfica-lissabon,Benfica Lissabon,PO1,,23,25.1,14,60.9,10,Estádio da Luz,65000,+€147.80m,,https://www.transfermarkt.co.uk/benfica-lissabon/startseite/verein/294
475,vv-st-truiden,Vv St Truiden,BE1,,24,26.4,15,62.5,3,Stayen,14600,+€3.00m,,https://www.transfermarkt.co.uk/vv-st-truiden/startseite/verein/475
3508,sv-zulte-waregem,Sv Zulte Waregem,BE1,,30,25.1,17,56.7,4,Elindus Arena,12250,€-150k,,https://www.transfermarkt.co.uk/sv-zulte-waregem/startseite/verein/3508
1245,kas-eupen,Kas Eupen,BE1,,32,23.2,22,68.8,8,Kehrweg-Stadion,8331,+€1.24m,,https://www.transfermarkt.co.uk/kas-eupen/startseite/verein/1245
23826,rasenballsport-leipzig,Rasenballsport Leipzig,L1,,27,25.2,17,63.0,18,Red Bull Arena,47069,+€16.32m,,https://www.transfermarkt.co.uk/rasenballsport-leipzig/startseite/verein/23826
2861,kv-oostende,Kv Oostende,BE1,,32,23.7,19,59.4,3,Diaz Arena,8432,+€9.60m,,https://www.transfermarkt.co.uk/kv-oostende/startseite/verein/2861
354,kv-mechelen,Kv Mechelen,BE1,,32,24.1,12,37.5,3,AFAS Stadion,16672,+€4.25m,,https://www.transfermarkt.co.uk/kv-mechelen/startseite/verein/354
968,kvc-westerlo,Kvc Westerlo,BE1,,27,26.0,16,59.3,4,Het Kuipje,8035,+€9.61m,,https://www.transfermarkt.co.uk/kvc-westerlo/startseite/verein/968
2727,oud-heverlee-leuven,Oud Heverlee Leuven,BE1,,23,25.2,12,52.2,4,King Power at Den Dreef Stadion,10020,€-1.90m,,https://www.transfermarkt.co.uk/oud-heverlee-leuven/startseite/verein/2727
520,cercle-brugge,Cercle Brugge,BE1,,24,23.5,15,62.5,4,Jan-Breydel-Stadion,29062,€-1.25m,,https://www.transfermarkt.co.uk/cercle-brugge/startseite/verein/520
172,rsc-charleroi,Rsc Charleroi,BE1,,24,23.9,15,62.5,7,Stade du Pays de Charleroi,15000,+€6.45m,,https://www.transfermarkt.co.uk/rsc-charleroi/startseite/verein/172
162,as-monaco,As Monaco,FR1,,27,24.0,27,100.0,9,Stade Louis-II,18523,+€113.50m,,https://www.transfermarkt.co.uk/as-monaco/startseite/verein/162
3948,royale-union-saint-gilloise,Royale Union Saint Gilloise,BE1,,24,24.7,17,70.8,5,Stade Joseph Mariën,8000,+€8.22m,,https://www.transfermarkt.co.uk/royale-union-saint-gilloise/startseite/verein/3948
1075,sc-braga,Sc Braga,PO1,,25,25.7,14,56.0,3,Estádio Municipal de Braga,30286,+€48.45m,,https://www.transfermarkt.co.uk/sc-braga/startseite/verein/1075
1096,royal-antwerpen-fc,Royal Antwerpen Fc,BE1,,26,24.8,14,53.8,5,De Bosuil,16144,€-11.41m,,https://www.transfermarkt.co.uk/royal-antwerpen-fc/startseite/verein/1096
58,rsc-anderlecht,Rsc Anderlecht,BE1,,26,24.3,12,46.2,8,Lotto Park,21500,+€22.90m,,https://www.transfermarkt.co.uk/rsc-anderlecht/startseite/verein/58
415,fc-toulouse,Fc Toulouse,FR1,,26,24.2,22,84.6,5,Stadium Municipal,33150,€-3.00m,,https://www.transfermarkt.co.uk/fc-toulouse/startseite/verein/415
2282,fc-brugge,Fc Brugge,BE1,,27,24.3,18,66.7,14,Jan-Breydel-Stadion,29062,+€8.30m,,https://www.transfermarkt.co.uk/fc-brugge/startseite/verein/2282
157,kaa-gent,Kaa Gent,BE1,,27,26.0,14,51.9,7,Ghelamco Arena,19999,€-2.45m,,https://www.transfermarkt.co.uk/kaa-gent/startseite/verein/157
14589,fk-orenburg,Fk Orenburg,RU1,,25,25.5,13,52.0,3,Gazovik,10046,€-5.58m,,https://www.transfermarkt.co.uk/fk-orenburg/startseite/verein/14589
49702,fk-nizhny-novgorod,Fk Nizhny Novgorod,RU1,,25,25.7,5,20.0,1,Nizhny Novgorod Stadium,44242,+€230k,,https://www.transfermarkt.co.uk/fk-nizhny-novgorod/startseite/verein/49702
11127,ural-ekaterinburg,Ural Ekaterinburg,RU1,,29,26.7,10,34.5,1,Yekaterinburg Arena,23000,€-1.24m,,https://www.transfermarkt.co.uk/ural-ekaterinburg/startseite/verein/11127
3725,akhmat-grozny,Akhmat Grozny,RU1,,29,25.9,10,34.5,2,Akhmat-Arena,30200,€-4.40m,,https://www.transfermarkt.co.uk/akhmat-grozny/startseite/verein/3725
41231,fk-sochi,Fk Sochi,RU1,,26,27.5,6,23.1,2,Fisht Olympic Stadium,45994,+€5.97m,,https://www.transfermarkt.co.uk/fk-sochi/startseite/verein/41231
3719,fk-khimki,Fk Khimki,RU1,,25,25.4,12,48.0,1,Arena Khimki,18636,€-892k,,https://www.transfermarkt.co.uk/fk-khimki/startseite/verein/3719
336,sporting-lissabon,Sporting Lissabon,PO1,,31,24.1,16,51.6,6,Estádio José Alvalade XXI,50080,+€70.35m,,https://www.transfermarkt.co.uk/sporting-lissabon/startseite/verein/336
3057,standard-luttich,Standard Luttich,BE1,,25,24.0,12,48.0,4,Maurice Dufrasne Stadion,27670,+€1.61m,,https://www.transfermarkt.co.uk/standard-luttich/startseite/verein/3057
232,spartak-moskau,Spartak Moskau,RU1,,26,24.6,8,30.8,8,Otkrytie Bank Arena,44571,+€214k,,https://www.transfermarkt.co.uk/spartak-moskau/startseite/verein/232
2715,rfc-seraing,Rfc Seraing,BE1,,27,23.6,18,66.7,3,Stade du Paray,6744,+-0,,https://www.transfermarkt.co.uk/rfc-seraing/startseite/verein/2715
601,kv-kortrijk,Kv Kortrijk,BE1,,29,25.1,21,72.4,5,Guldensporenstadion,9399,€-459k,,https://www.transfermarkt.co.uk/kv-kortrijk/startseite/verein/601
121,dinamo-moskau,Dinamo Moskau,RU1,,23,24.7,9,39.1,8,VTB-Arena,25716,€-6.38m,,https://www.transfermarkt.co.uk/dinamo-moskau/startseite/verein/121
16704,fk-krasnodar,Fk Krasnodar,RU1,,24,24.5,12,50.0,6,Stadion Krasnodar,35179,+€1.66m,,https://www.transfermarkt.co.uk/fk-krasnodar/startseite/verein/16704
2696,krylya-sovetov-samara,Krylya Sovetov Samara,RU1,,27,24.5,6,22.2,5,Solidarnost Samara Arena,42347,+€3.03m,,https://www.transfermarkt.co.uk/krylya-sovetov-samara/startseite/verein/2696
2424,gil-vicente-fc,Gil Vicente Fc,PO1,,26,25.3,18,69.2,4,Estádio Cidade de Barcelos,12046,+€5.35m,,https://www.transfermarkt.co.uk/gil-vicente-fc/startseite/verein/2424
1184,krc-genk,Krc Genk,BE1,,28,22.4,18,64.3,10,Cegeka Arena,24956,+€34.22m,,https://www.transfermarkt.co.uk/krc-genk/startseite/verein/1184
964,zenit-st-petersburg,Zenit St Petersburg,RU1,,23,26.3,10,43.5,8,Gazprom Arena,63026,€-7.17m,,https://www.transfermarkt.co.uk/zenit-st-petersburg/startseite/verein/964
